6005361,中国软件
6000281,中国石化
6018571,中国石油
6019881,中国银行
6010881,中国神华
6017661,中国中车
6016681,中国建筑
6011861,中国铁建
6018981,中煤能源
6016011,中国太保
6000261,中远海能
6016181,中国中冶
6018881,中国国旅
6013181,中国平安
6013901,中国中铁
6016281,中国人寿
6004821,中国动力
6018001,中国交建
6016691,中国电建
6019851,中国核电
6000561,中国医药
6000501,中国联通
6011061,中国一重
6004891,中金黄金
0007582,中色股份
6000071,中国国贸
6011171,中国化学
6019891,中国重工
6007051,中航资本
6016001,中国铝业
6001761,中国巨石
6011791,中国西电
6001181,中国卫星
6001581,中体产业
6019191,中远海控
6016111,中国核建
0000312,大悦城
6007871,中储股份
6007371,中粮糖业
6018581,中国科传
6009771,中国电影
6011111,中国国航
0020512,中工国际
6009701,中材国际
0000092,中国宝安
6031261,中材节能
6018811,中国银河
6006851,中船防务
