6017891,宁波建工
0023402,格林美
3004542,深信服
6005221,中天科技
6007281,佳都科技
3002972,蓝盾股份
0022682,卫士通
0025442,杰赛科技
3002712,华宇软件
6007701,综艺股份
3000362,超图软件
6001001,同方股份
0000342,神州数码
3003672,东方网力
3000022,神州泰岳
6038811,数据港
0005552,神州信息
6004981,烽火通信
6007181,东软集团
0020652,东华软件
6011381,工业富联
3001682,万达信息
0000662,中国长城
6004101,华胜天成
3000172,网宿科技
0009382,紫光股份
3001132,顺网科技
6007511,海航科技
3002122,易华录
0020932,国脉科技
3000592,东方财富
6000371,歌华有线
6030191,中科曙光
6008041,鹏博士
3003392,润和软件
6007561,浪潮软件
6008501,华东电脑
3003832,光环新网
0023682,太极股份
0023962,星网锐捷
6036601,苏州科达
3001702,汉得信息
6005361,中国软件
3000332,同花顺
3000852,银之杰
6005881,用友网络
0009772,浪潮信息
0000632,中兴通讯
